Descricao;Valor_HM;Convenio
Eletroforese de hemoglobina por unidade de sangue total;0,0;AMBEP
Eletroforese de lipoproteínas;88,85;AMBEP
Eletroforese de proteínas de alta resolução;0,0;AMBEP
Eletroforese de proteínas no líquor, com concentração;0,0;AMBEP
Eletroforese de proteínas urinárias, com concentração;0,0;AMBEP
Eletroforese ou cromatografia (papel ou camada delgada) para identificação de aminoácidos ou glicídios ou oligossacarídios ou sialoligossacarídios glicosaminoglicanos ou outros compostos para detecção de erros inatos do metabolismo (cada);0,0;AMBEP
Eletroglotografia;0,0;AMBEP
Eletroneuromiografia (velocidade de condução) testes de estímulos para paralisia facial;400,0;AMBEP
Eletroneuromiografia de MMII;400,0;AMBEP
Eletroneuromiografia de MMSS;400,0;AMBEP
Eletroneuromiografia de MMSS e MMII;750,0;AMBEP
Eletroneuromiografia genitoperineal;0,0;AMBEP
Eletroneuromiograma (ENMG);0,0;AMBEP
Eletro-oculografia - monocular;0,0;AMBEP
Eletro-retinografia - monocular;0,0;AMBEP
Eletrovaporização de próstata;0,0;AMBEP
Em consultório (no horário normal ou preestabelecido);500,0;AMBEP
Em domicílio;0,0;AMBEP
Em pronto socorro;0,0;AMBEP
Emasculação;0,0;AMBEP
Embolectomia ou trombo - embolectomia arterial;0,0;AMBEP
Embolectomia pulmonar;0,0;AMBEP
Embolização arterial para tratamento de priapismo;0,0;AMBEP
Embolização brônquica para tratamento de hemoptise;0,0;AMBEP
Embolização de aneurisma cerebral por oclusão sacular - por vaso;0,0;AMBEP
Embolização de aneurisma cerebral por oclusão vascular - por vaso;0,0;AMBEP
Embolização de aneurisma ou pseudoaneurisma visceral;0,0;AMBEP
Embolização de artéria renal para nefrectomia;0,0;AMBEP
Embolização de artéria uterina para tratamento de mioma ou outras situações;0,0;AMBEP
Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna - por vaso;0,0;AMBEP
Embolização de fístula arteriovenosa não especificada acima - por vaso;0,0;AMBEP
Embolização de hemorragia digestiva;0,0;AMBEP
Embolização de malformação arteriovenosa cerebral ou medular - por vaso;0,0;AMBEP
Embolização de malformação vascular - por vaso;0,0;AMBEP
Embolização de pseudoaneurisma - por vaso;0,0;AMBEP
Embolização de ramo portal;0,0;AMBEP
Embolização de ramos hipogástricos para tratamento de sangramento ginecológico;0,0;AMBEP
Embolização de tumor de cabeça e pescoço;0,0;AMBEP
Embolização de tumor do aparelho digestivo;0,0;AMBEP
Embolização de tumor não especificado;0,0;AMBEP
Embolização de tumor ósseo ou de partes moles;0,0;AMBEP
Embolização de varizes esofagianas ou gástricas;0,0;AMBEP
Embolização de veia espermática para tratamento de varicocele;0,0;AMBEP
Embolização de veias ovarianas para tratamento de varicocele;0,0;AMBEP
Embolização definitiva não especificada acima - por vaso;0,0;AMBEP
Embolização esplênica para tratamento de hiperesplenismo ou outra situação;0,0;AMBEP
Embolização para tratamento de epistaxe;0,0;AMBEP
Embolização para tratamento de impotência;0,0;AMBEP
Embolização pulmonar para tratamento de fístula arteriovenosa ou outra situação;0,0;AMBEP
Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria;0,0;AMBEP
Emboloterapia;0,0;AMBEP
EMG com registro de movimento involuntário (teste dinâmico de escrita;0,0;AMBEP
EMG para monitoração de quimodenervação (por sessão);0,0;AMBEP
EMG quantitativa ou EMG de fibra única;0,0;AMBEP
ENCÉFALO;0,0;AMBEP
Encurtamento de fêmur - tratamento cirúrgico;0,0;AMBEP
Encurtamento de tendão - tratamento cirúrgico;0,0;AMBEP
Encurtamento dos ossos da perna - tratamento cirúrgico;0,0;AMBEP
Encurtamento rádio/ulnar;0,0;AMBEP
Encurtamento segmentar dos ossos do antebraço com osteossíntese - tratamento cirúrgico;0,0;AMBEP
Endarterectomia aorto-ilíaca;0,0;AMBEP
Endarterectomia carotídea - cada segmento arterial tratado;0,0;AMBEP
Endarterectomia ilíaco-femoral;0,0;AMBEP
Endocavitária (endorretal ou endovaginal);0,0;AMBEP
ENDÓCRINO - IN VIVO;0,0;AMBEP
ENDOCRINOLOGIA LABORATORIAL;0,0;AMBEP
Endolaser/Endodiatermia;0,0;AMBEP
Endometriose peritoneal - tratamento cirúrgico via laparoscópica;0,0;AMBEP
Endometriose peritonial - tratamento cirúrgico;0,0;AMBEP
Endopielotomia percutânea unilateral;0,0;AMBEP
ENDOSCOPIA DIGESTIVA;0,0;AMBEP
Endoscopia digestiva alta;320,0;AMBEP
Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori);320,0;AMBEP
Endoscopia digestiva alta com biópsia e/ou citologia;320,0;AMBEP
Endoscopia digestiva alta com cromoscopia;0,0;AMBEP
Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia;0,0;AMBEP
Endoscopia digestiva alta com magnificação;0,0;AMBEP
ENDOSCOPIA INTERVENCIONISTA;0,0;AMBEP
Endoscopia virtual por RM - acrescentar ao exame de base;0,0;AMBEP
Endoscopia virtual por TC - acrescentar ao exame de base;0,0;AMBEP
ENDOSCÓPICOS;0,0;AMBEP
ENEMA COM DUPLO CONTRASTE;0,0;AMBEP
Enolase, dosagem;0,0;AMBEP
Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada);0,0;AMBEP
Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada);0,0;AMBEP
Ensaios enzimáticos no plasma para diagnóstico de EIM, incluindo enzima de referência (cada);0,0;AMBEP
Enterectomia segmentar;0,0;AMBEP
Enterectomia segmentar por videolaparoscopia;0,0;AMBEP
Entero-anastomose  (qualquer segmento);0,0;AMBEP
Entero-anastomose (qualque segmento) por videolaparoscopia;0,0;AMBEP
Enterocistoplastia (ampliação vesical);0,0;AMBEP
Enterocolite necrotizante - tratamento cirúrgico;0,0;AMBEP
Enteropexia (qualquer segmento);0,0;AMBEP
Enteropexia (qualquer segmento) por videolaparoscopia;0,0;AMBEP
Enteroscopia;0,0;AMBEP
Enterotomia e/ou enterorrafia de qualquer segmento (por sutura ou ressecção);0,0;AMBEP
Enucleação de metástase hepáticas por videolaparoscopia;0,0;AMBEP
Enucleação de metástases hepáticas;0,0;AMBEP
Enucleação de metástases, por metástase;0,0;AMBEP
Enucleação de tumores pancreáticos;0,0;AMBEP
Enucleação de tumores pancreáticos por videolaparoscopia;0,0;AMBEP
Enucleação ou evisceração com ou sem implante;0,0;AMBEP
Enxerto cartilaginoso;0,0;AMBEP
Enxerto composto;0,0;AMBEP
Enxerto de esclera (qualquer técnica);0,0;AMBEP
Enxerto de membrana amniótica;0,0;AMBEP
Enxerto de mucosa;0,0;AMBEP
Enxerto de nervo;0,0;AMBEP
Enxerto de nervo interfascicular, pediculado (1º estágio);0,0;AMBEP
Enxerto de nervo interfascicular, pediculado (2º estágio);0,0;AMBEP
Enxerto de pele (homoenxerto inclusive);0,0;AMBEP
Enxerto de pele múltiplo - por unidade topográfica (UT);0,0;AMBEP
Enxerto interfascicular;0,0;AMBEP
Enxerto interfascicular de nervo vascularizado;0,0;AMBEP
Enxerto ósseo;0,0;AMBEP
Enxerto ósseo (perda de substância) - tratamento cirúrgico;0,0;AMBEP
Enxerto para reparo de 2 ou mais nervos;0,0;AMBEP
Enxerto parcial intratemporal do nervo facial - do foramem estilo-mastóideo ao gânglio geniculado;0,0;AMBEP
Enxerto parcial intratemporal do nervo facial - do gânglio geniculado ao meato acústico interno;0,0;AMBEP
Enxerto total do nervo facial intratemporal;0,0;AMBEP
Enxertos em outras pseudartroses;0,0;AMBEP
Enzima conversora da angiotensina (ECA);0,0;AMBEP
Enzimas  eritrocitárias,  (adenilatoquinase,  desidrogenase láctica,  fosfofructoquinase,  fosfoglicerato quinase, gliceraldeído, 3  - fosfato   desidrogenase, glicose  fosfato isomerase,  glicose 6 - fosfato desidrogenase, glutation peroxidase, glutation;0,0;AMBEP
Enzimas eritrocitárias, rastreio para deficiência;0,0;AMBEP
Eosinófilos, pesquisa nas fezes;0,0;AMBEP
Epicanto - correção cirúrgica - unilateral;0,0;AMBEP
Epididimectomia unilateral;0,0;AMBEP
EPIDÍDIMO;0,0;AMBEP
Epididimovasoplastia unilateral;0,0;AMBEP
Epididimovasoplastia unilateral microcirúrgica;0,0;AMBEP
Epifisiodese (por segmento) - tratamento cirúrgico;0,0;AMBEP
Epifisiodese c/ abaixamento do grande trocanter - tratamento cirúrgico;0,0;AMBEP
Epifisiodese de tíbia / fíbula - tratamento cirúrgico;0,0;AMBEP
Epifisiolistese proximal de fêmur (fixação in situ) - tratamento cirúrgico;0,0;AMBEP
Epifisites e tendinites - tratamento cirúrgico;0,0;AMBEP
Epilação;0,0;AMBEP
Epilação de cílios (diatermo-coagulação);0,0;AMBEP
Epilação por eletrólise (por sessão);0,0;AMBEP
Epiploplastia;0,0;AMBEP
Epiploplastia ou aplicação de membranas antiaderentes;0,0;AMBEP
Epiploplastia ou aplicação de membranas antiaderentes via laparoscópica;0,0;AMBEP
Epiploplastia por videolaparoscopia;0,0;AMBEP
Epispadia - reconstrução por etapa;0,0;AMBEP
Epispadia com incontinência - tratamento cirúrgico;0,0;AMBEP
Epistaxe - cauterização (qualquer técnica);0,0;AMBEP
Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral;0,0;AMBEP
Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral por videoendoscopia;0,0;AMBEP
Epistaxe - cauterização das artérias etmoidais com microscopia - unilateral;0,0;AMBEP
Epistaxe - ligadura das artérias etmoidais - acesso transorbitário - unilateral;0,0;AMBEP
Epistaxe - tamponamento  antero-posterior;0,0;AMBEP
Epistaxe - tamponamento anterior;0,0;AMBEP
Epistaxe - tamponamento antero-posterior sob anestesia geral;0,0;AMBEP
Equinococose (Hidatidose), reação sorológica;0,0;AMBEP
Equinococose, IDR;0,0;AMBEP
Ereção fármaco-induzida;0,0;AMBEP
Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria;0,0;AMBEP
Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia);0,0;AMBEP
Eritropoietina;0,0;AMBEP
Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes);0,0;AMBEP
Escalpo  parcial  -  tratamento cirúrgico;0,0;AMBEP
Escalpo total - tratamento cirúrgico;0,0;AMBEP
Escanometria;70,0;AMBEP
Escanometria;70,0;AMBEP
ESCANOMETRIA;0,0;AMBEP
Escanometria digital;0,0;AMBEP
Escápula em ressalto - tratamento cirúrgico;0,0;AMBEP
Escapular;0,0;AMBEP
Escarotomia descompressiva - por unidade topográfica (UT);0,0;AMBEP
ESCLERA;0,0;AMBEP
Esclerose de varizes de esôfago, estômago ou duodeno;720,0;AMBEP
Esclerose percutânea de cisto pancreático;0,0;AMBEP
Escleroterapia de veias - por sessão - sem insumos;0,0;AMBEP
ESCROTO;0,0;AMBEP
Escroto agudo - exploração cirúrgica;0,0;AMBEP
Esfincteroplastia anal (qualquer técnica);0,0;AMBEP
Esfincterotomia;0,0;AMBEP
Esfincterotomia;0,0;AMBEP
Esfoliação química média (por sessão);0,0;AMBEP
Esfoliação química profunda (por sessão);0,0;AMBEP
Esfoliação química superficial (por sessão);0,0;AMBEP
Esofagectomia distal com ou sem toracotomia por videolaparoscopia;0,0;AMBEP
Esofagectomia distal com toracotomia;0,0;AMBEP
Esofagectomia distal sem toracotomia;0,0;AMBEP
Esofagectomia subtotal com linfadenectomia com ou sem toracotomia;0,0;AMBEP
Esofago;0,0;AMBEP
ESÔFAGO;0,0;AMBEP
Esôfago;33,56;AMBEP
Esôfago - hiato - estômago e duodeno;0,0;AMBEP
Esofago_hiato_estomago e duodeno;0,0;AMBEP
Esofagoplastia (coloplastia);0,0;AMBEP
Esofagoplastia (gastroplastia);0,0;AMBEP
Esofagorrafia cervical;0,0;AMBEP
Esofagorrafia torácica;0,0;AMBEP
Esofagorrafia torácica por videotoracoscopia;0,0;AMBEP
Esofagostomia;0,0;AMBEP
Espectrofotometria de líquido amniótico;0,0;AMBEP
Espectrografia vocal;0,0;AMBEP
Espectroscopia por RM;0,0;AMBEP
Espermatocelectomia unilateral;0,0;AMBEP
Espermograma (caracteres físicos, pH, fludificação, motilidade,;0,0;AMBEP
Espermograma e teste de penetração “in vitro”, velocidade;0,0;AMBEP
Espirometria com bronco dilatador;100,0;AMBEP
Esplenectomia parcial;0,0;AMBEP
Esplenectomia parcial por videolaparoscopia;0,0;AMBEP
Esplenectomia total;0,0;AMBEP
Esplenectomia total por videolaparoscopia;0,0;AMBEP
Esplenograma (citologia);0,0;AMBEP
Esplenoportografia percutânea;0,0;AMBEP
Esplenorrafia;0,0;AMBEP
Esplenorrafia por videolaparoscopia;0,0;AMBEP
Espondilolistese - tratamento cirúrgico;0,0;AMBEP
Esporão retal - ressecção;0,0;AMBEP
Esporotricose, reação sorológica;0,0;AMBEP
Esporotriquina, IDR;0,0;AMBEP
Esqueleto (incidências básicas de: crânio, coluna, bacia e membros);0,0;AMBEP
ESQUELETO TORÁCICO E MEMBROS SUPERIORES;0,0;AMBEP
Estapedectomia ou estapedotomia;0,0;AMBEP
Esteatócrito, triagem para gordura fecal;0,0;AMBEP
Esteatose;350,0;AMBEP
ESTEATOSE;0,0;AMBEP
Estenose anal - tratamento cirúrgico (qualquer técnica);0,0;AMBEP
Estenose de conduto auditivo externo - correção;0,0;AMBEP
Estenose de esôfago - tratamento cirúrgico via torácica;0,0;AMBEP
Estenose de junção pieloureteral - tratamento cirúrgico;0,0;AMBEP
Estenostomia endoscópica;0,0;AMBEP
Estercobilinogênio fecal, dosagem;0,0;AMBEP
Estéreo-foto de papila - monocular;0,0;AMBEP
Esternectomia subtotal;0,0;AMBEP
Esternectomia total;0,0;AMBEP
Esterno;0,0;AMBEP
Esterno;70,0;AMBEP
Estesiometria (por membro);0,0;AMBEP
Estimulação e mobilização de células CD34 positivas;0,0;AMBEP
Estimulação elétrica transcutânea;0,0;AMBEP
ESTÔMAGO;0,0;AMBEP
Estomago e duodeno;0,0;AMBEP
Estômago e duodeno;0,0;AMBEP
Estrabismo ciclo vertical/transposição - monocular;0,0;AMBEP
Estrabismo horizontal - monocular;0,0;AMBEP
Estradiol;36,0;AMBEP
Estreptococos - A, teste rápido;0,0;AMBEP
Estreptozima;0,0;AMBEP
Estriol;0,0;AMBEP
Estrogênios totais (fenolesteróides);0,0;AMBEP
Estrona;0,0;AMBEP
Estruturas superficiais (cervical ou axilas ou músculo ou tendão);120,0;AMBEP
Estudo de 1 vaso com doppler pulsado e continuo convencional.;0,0;AMBEP
Estudo de 2 vasos c/doppler convencional.....................;0,0;AMBEP
Estudo de 3 ou mais vasos c/doppler convencional;0,0;AMBEP
Estudo do delgado com duplo contraste;0,0;AMBEP
Estudo eletrofisiológico - mapeamento eletro-eletrônico tridimensional - do sistema de condução com ou sem ação farmacológica;0,0;AMBEP
Estudo funcional (mapeamento cortical por RM);0,0;AMBEP
Estudo hemodinâmico das cardiopatias congênitas  estruturalmente  complexas (menos: CIA, CIV, PCA, Co, AO, estenose aórtica e pulmonar isoladas);0,0;AMBEP
Estudo hemodinâmico de cardiopatias congênitas e/ou valvopatias  com  ou  sem  cinecoronariografia  ou oximetria;0,0;AMBEP
Estudo ultra-sonográfico intravascular;0,0;AMBEP
Esvaziamento cervical radical (especificar o lado);0,0;AMBEP
Esvaziamento cervical radical ampliado;0,0;AMBEP
Esvaziamento cervical seletivo (especificar o lado);0,0;AMBEP
Esvaziamento pélvico anterior ou posterior;0,0;AMBEP
Esvaziamento pélvico anterior ou posterior por videolaparoscopia;0,0;AMBEP
Esvaziamento pélvico total;0,0;AMBEP
Esvaziamento pélvico total por videolaparoscopia;0,0;AMBEP
Etanol;0,0;AMBEP
Etmoidectomia externa;0,0;AMBEP
Etmoidectomia intranasal;0,0;AMBEP
Etmoidectomia intranasal por videoendoscopia;0,0;AMBEP
Etossuximida;0,0;AMBEP
Eventração diafragmática - tratamento cirúrgico;0,0;AMBEP
Exame a fresco do conteúdo vaginal e cervical;0,0;AMBEP
EXAME CLINICO - ADMISSIONAL;50,0;AMBEP
EXAME CLINICO - CORREÇÃO;0,0;AMBEP
EXAME CLINICO - DEMISSIONAL;50,0;AMBEP
EXAME CLÍNICO - MARINHA;0,0;AMBEP
EXAME CLINICO - MUDANÇA DE FUNÇÃO;50,0;AMBEP
EXAME CLINICO - PERIODICO;50,0;AMBEP
EXAME CLINICO - RETORNO AO TRABALHO;50,0;AMBEP
Exame de aptidão física e mental para fins de inscrição ou renovação de CNH (Carteira Nacional de Habilitação);0,0;AMBEP
Exame de motilidade ocular (teste ortóptico) - binocular;0,0;AMBEP
Exame micológico - cultura e identificação de colônia;0,0;AMBEP
Exame micológico direto (por local);0,0;AMBEP
EXAME TOXICOLÓGICO;0,0;AMBEP
EXAME TOXICOLOGICO ;0,0;AMBEP
Exame ultrasonografico - craniana;0,0;AMBEP
Exame ultrasonografico globo ocular;0,0;AMBEP
Exame ultrasonografico hipocondrio direito(fig.ves.vias bil.pancreas);0,0;AMBEP
Exame ultrasonografico prostata via trans-retal;0,0;AMBEP
Exame ultrasonografico retroperitonio grandes vasos e supra renais;0,0;AMBEP
Exame ultrasonografico torax (extra-cardiaco);0,0;AMBEP
EXAMES ESPECÍFICOS;0,0;AMBEP
Exames imunohematológicos em recém-nascidos: tipificação ABO e RH, pesquisa de D fraco RH(D) e prova da antiglobulina direta;0,0;AMBEP
EXAMES ÓSTEO - MÚSCULO - ARTICULARES;0,0;AMBEP
Excisão com plástica de vermelhão;0,0;AMBEP
Excisão com reconstrução à custa de retalhos;0,0;AMBEP
Excisão com reconstrução total;0,0;AMBEP
Excisão de glândula submandibular;0,0;AMBEP
Excisão de lesão maligna com reconstrução à custa de retalhos locais;0,0;AMBEP
Excisão de plicoma;0,0;AMBEP
Excisão de pólipo cervical;0,0;AMBEP
Excisão de tumor de boca com mandibulectomia;0,0;AMBEP
Excisão de tumores de nervos periféricos com enxerto interfascicular;0,0;AMBEP
Excisão de tumores dos nervos periféricos;0,0;AMBEP
Excisão em cunha;0,0;AMBEP
Excisão radical local da vulva;0,0;AMBEP
Exenteração com osteotomia;0,0;AMBEP
Exenteração de órbita;0,0;AMBEP
Exercícios de ortóptica (por sessão);0,0;AMBEP
Exercícios para reabilitação do asmático (ERAC) - por sessão coletiva;0,0;AMBEP
Exercícios para reabilitação do asmático (ERAI) - por sessão individual;0,0;AMBEP
Exérese de cisto branquial;0,0;AMBEP
Exérese de cisto escrotal;0,0;AMBEP
Exérese de cisto tireoglosso;0,0;AMBEP
Exérese de cisto unilateral;0,0;AMBEP
Exérese de cisto vaginal;0,0;AMBEP
Exérese de glândula de Skene;0,0;AMBEP
Exérese de higroma cístico;0,0;AMBEP
Exérese de higroma cístico no RN e lactente;0,0;AMBEP
Exérese de lesão / tumor de pele e mucosas;0,0;AMBEP
Exérese de lesão com auto-enxertia;0,0;AMBEP
Exérese de lesão da mama por marcação estereotáxica ou roll;0,0;AMBEP
Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões);0,0;AMBEP
Exérese de mama supra-numerária - unilateral;0,0;AMBEP
Exérese de nódulo;0,0;AMBEP
Exérese de rânula ou mucocele;0,0;AMBEP
Exérese de tumor benigno, cisto ou fístula;0,0;AMBEP
Exérese de tumor benigno, cisto ou fístula cervical;0,0;AMBEP
Exérese de tumor com abordagem craniofacial oncológica  seios...(tempo facial);0,0;AMBEP
Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pálpebra, cavidade orbitária e olhos;0,0;AMBEP
Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pirâmide nasal;0,0;AMBEP
Exérese de tumor com abordagem craniofacial oncológica pavilhão auricular (tempo facial);0,0;AMBEP
Exérese de tumor com fechamento primário;0,0;AMBEP
Exérese de tumor de coróide e/ou corpo ciliar;0,0;AMBEP
Exérese de tumor de seios paranasais por via endoscopica;0,0;AMBEP
Exérese de tumor e enxerto cutâneo ou mucoso;0,0;AMBEP
Exérese de tumor e rotação de retalho músculo-cutâneo;0,0;AMBEP
Exérese de tumor maligno de pele;0,0;AMBEP
Exérese de tumor nasal por via endoscopica;0,0;AMBEP
Exérese de tumor por via endoscópica;0,0;AMBEP
Exérese de unha;0,0;AMBEP
Exérese e sutura de hemangioma, linfangioma ou nevus (por grupo de até 5 lesões);0,0;AMBEP
Exérese e sutura de lesões (circulares ou não) com rotação de retalhos cutâneos;0,0;AMBEP
Exérese e sutura simples de pequenas lesões - grupo de até 5 lesões;0,0;AMBEP
Exérese laparoscópica de cisto de vesícula seminal unilateral;0,0;AMBEP
Exérese percutânea de tumor benigno orientada por RX, US, TC ou RM;0,0;AMBEP
Exérese tangencial (shaving) - (por grupo de até 5 lesões);0,0;AMBEP
Exérese ungueal;0,0;AMBEP
Expansão tissular (por sessão);0,0;AMBEP
Exploração cirúrgica de nervo (neurólise externa);0,0;AMBEP
Exploração cirúrgica de tendão de mão;0,0;AMBEP
Exploração cirúrgica do deferente unilateral;0,0;AMBEP
Exploração e descompressão parcial do nervo facial intratemporal;0,0;AMBEP
Exploração e descompressão total do nervo facial (transmastóideo, translabiríntico, fossa média);0,0;AMBEP
Exploração vascular em traumas de outros segmentos;0,0;AMBEP
Exploração vascular em traumas torácicos e abdominais;0,0;AMBEP
Exsanguíneo  transfusão;0,0;AMBEP
Extensor comum dos dedos (extensor digitorum longus);0,0;AMBEP
